indicator,unit,time,regioncode,regionname,numvalue
Notification rate ,N/1000000,2002-02-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-02-01,MT,Malta,0.0
Notification rate ,N/1000000,2002-02-01,NL,Netherlands,124182.82999999999
Notification rate ,N/1000000,2002-02-01,NO,Norway,221040.09
Notification rate ,N/1000000,2002-02-01,PT,Portugal,192406.31
Notification rate ,N/1000000,2002-02-01,SE,Sweden,224488.86000000002
Notification rate ,N/1000000,2002-03-01,AT,Austria,
Notification rate ,N/1000000,2002-03-01,DE,Germany,11111069.459999999
Notification rate ,N/1000000,2002-03-01,DK,Denmark,0.0
Notification rate ,N/1000000,2002-03-01,EL,Greece,91841.92
Notification rate ,N/1000000,2002-03-01,ES,Spain,73107.82
Notification rate ,N/1000000,2002-03-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-03-01,IE,Ireland,3077158.2
Notification rate ,N/1000000,2002-03-01,IT,Italy,18881331.3
Notification rate ,N/1000000,2002-03-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-03-01,MT,Malta,2533948.5700000003
Notification rate ,N/1000000,2002-03-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-03-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-03-01,PT,Portugal,0.0
Notification rate ,N/1000000,2002-03-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-03-01,UK,United Kingdom,455776.48
Notification rate ,N/1000000,2002-04-01,AT,Austria,
Notification rate ,N/1000000,2002-04-01,DE,Germany,7096043.27
Notification rate ,N/1000000,2002-04-01,DK,Denmark,0.0
Notification rate ,N/1000000,2002-04-01,EL,Greece,91841.92
Notification rate ,N/1000000,2002-04-01,ES,Spain,24369.269999999997
Notification rate ,N/1000000,2002-04-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-04-01,IE,Ireland,13847211.91
Notification rate ,N/1000000,2002-04-01,IT,Italy,45378366.87
Notification rate ,N/1000000,2002-04-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-04-01,MT,Malta,7601845.72
Notification rate ,N/1000000,2002-04-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-04-01,NO,Norway,221040.09
Notification rate ,N/1000000,2002-04-01,PT,Portugal,96203.15
Notification rate ,N/1000000,2002-04-01,UK,United Kingdom,253209.15
Notification rate ,N/1000000,2002-05-01,AT,Austria,
Notification rate ,N/1000000,2002-05-01,DE,Germany,6307594.01
Notification rate ,N/1000000,2002-05-01,DK,Denmark,558830.5
Notification rate ,N/1000000,2002-05-01,EL,Greece,91841.92
Notification rate ,N/1000000,2002-05-01,ES,Spain,48738.549999999996
Notification rate ,N/1000000,2002-05-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-05-01,IE,Ireland,17950089.51
Notification rate ,N/1000000,2002-05-01,IT,Italy,90037277.81
Notification rate ,N/1000000,2002-05-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-05-01,MT,Malta,5067897.15
Notification rate ,N/1000000,2002-05-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-05-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-05-01,PT,Portugal,0.0
Notification rate ,N/1000000,2002-05-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-05-01,UK,United Kingdom,607701.9700000001
Notification rate ,N/1000000,2002-06-01,AT,Austria,
Notification rate ,N/1000000,2002-06-01,DE,Germany,3796686.4
Notification rate ,N/1000000,2002-06-01,DK,Denmark,372553.67
Notification rate ,N/1000000,2002-06-01,EL,Greece,91841.92
Notification rate ,N/1000000,2002-06-01,ES,Spain,170584.92
Notification rate ,N/1000000,2002-06-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-06-01,IE,Ireland,4615737.3
Notification rate ,N/1000000,2002-06-01,IT,Italy,84193891.82000001
Notification rate ,N/1000000,2002-06-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-06-01,MT,Malta,0.0
Notification rate ,N/1000000,2002-06-01,NL,Netherlands,62091.409999999996
Notification rate ,N/1000000,2002-06-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-06-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-06-01,UK,United Kingdom,118164.27
Notification rate ,N/1000000,2002-07-01,AT,Austria,
Notification rate ,N/1000000,2002-07-01,DE,Germany,2644337.4899999998
Notification rate ,N/1000000,2002-07-01,DK,Denmark,558830.5
Notification rate ,N/1000000,2002-07-01,EL,Greece,0.0
Notification rate ,N/1000000,2002-07-01,ES,Spain,268062.03
Notification rate ,N/1000000,2002-07-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-07-01,IE,Ireland,2051438.8
Notification rate ,N/1000000,2002-07-01,IT,Italy,34042549.0
Notification rate ,N/1000000,2002-07-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-07-01,MT,Malta,2533948.5700000003
Notification rate ,N/1000000,2002-07-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-07-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-07-01,PT,Portugal,96203.15
Notification rate ,N/1000000,2002-07-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-07-01,UK,United Kingdom,219447.93000000002
Notification rate ,N/1000000,2002-08-01,AT,Austria,
Notification rate ,N/1000000,2002-08-01,DE,Germany,1212998.84
Notification rate ,N/1000000,2002-08-01,DK,Denmark,186276.83000000002
Notification rate ,N/1000000,2002-08-01,EL,Greece,0.0
Notification rate ,N/1000000,2002-08-01,ES,Spain,438646.95999999996
Notification rate ,N/1000000,2002-08-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-08-01,IE,Ireland,1282149.25
Notification rate ,N/1000000,2002-08-01,IT,Italy,8422898.719999999
Notification rate ,N/1000000,2002-08-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-08-01,MT,Malta,0.0
Notification rate ,N/1000000,2002-08-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-08-01,PT,Portugal,0.0
Notification rate ,N/1000000,2002-08-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-08-01,UK,United Kingdom,84403.04999999999
Notification rate ,N/1000000,2002-09-01,AT,Austria,
Notification rate ,N/1000000,2002-09-01,DE,Germany,594369.4299999999
Notification rate ,N/1000000,2002-09-01,DK,Denmark,0.0
Notification rate ,N/1000000,2002-09-01,EL,Greece,0.0
Notification rate ,N/1000000,2002-09-01,ES,Spain,24369.269999999997
Notification rate ,N/1000000,2002-09-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-09-01,IE,Ireland,3077158.2
Notification rate ,N/1000000,2002-09-01,IT,Italy,2912919.14
Notification rate ,N/1000000,2002-09-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-09-01,MT,Malta,0.0
Notification rate ,N/1000000,2002-09-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-09-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-09-01,PT,Portugal,0.0
Notification rate ,N/1000000,2002-09-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-09-01,UK,United Kingdom,337612.19999999995
Notification rate ,N/1000000,2002-10-01,AT,Austria,
Notification rate ,N/1000000,2002-10-01,DE,Germany,388159.63
Notification rate ,N/1000000,2002-10-01,DK,Denmark,0.0
Notification rate ,N/1000000,2002-10-01,EL,Greece,0.0
Notification rate ,N/1000000,2002-10-01,ES,Spain,48738.549999999996
Notification rate ,N/1000000,2002-10-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-10-01,IE,Ireland,1282149.25
Notification rate ,N/1000000,2002-10-01,IT,Italy,4685237.41
Notification rate ,N/1000000,2002-10-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-10-01,MT,Malta,0.0
Notification rate ,N/1000000,2002-10-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-10-01,PT,Portugal,0.0
Notification rate ,N/1000000,2002-10-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-10-01,UK,United Kingdom,658343.8
Notification rate ,N/1000000,2002-11-01,AT,Austria,
Notification rate ,N/1000000,2002-11-01,DE,Germany,849099.1900000001
Notification rate ,N/1000000,2002-11-01,DK,Denmark,0.0
Notification rate ,N/1000000,2002-11-01,EL,Greece,0.0
Notification rate ,N/1000000,2002-11-01,ES,Spain,48738.549999999996
Notification rate ,N/1000000,2002-11-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-11-01,IE,Ireland,6154316.4
Notification rate ,N/1000000,2002-11-01,IT,Italy,6457555.68
Notification rate ,N/1000000,2002-11-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-11-01,MT,Malta,0.0
Notification rate ,N/1000000,2002-11-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-11-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-11-01,PT,Portugal,96203.15
Notification rate ,N/1000000,2002-11-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-11-01,UK,United Kingdom,489537.7
Notification rate ,N/1000000,2002-12-01,AT,Austria,
Notification rate ,N/1000000,2002-12-01,DK,Denmark,0.0
Notification rate ,N/1000000,2002-12-01,EL,Greece,0.0
Notification rate ,N/1000000,2002-12-01,ES,Spain,48738.549999999996
Notification rate ,N/1000000,2002-12-01,FI,Finland,0.0
Notification rate ,N/1000000,2002-12-01,IE,Ireland,14872931.31
Notification rate ,N/1000000,2002-12-01,IT,Italy,9475761.06
Notification rate ,N/1000000,2002-12-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2002-12-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2002-12-01,NO,Norway,0.0
Notification rate ,N/1000000,2002-12-01,PT,Portugal,96203.15
Notification rate ,N/1000000,2002-12-01,SE,Sweden,0.0
Notification rate ,N/1000000,2002-12-01,UK,United Kingdom,270089.76
Notification rate ,N/1000000,2003-01-01,AT,Austria,123452.62
Notification rate ,N/1000000,2003-01-01,BE,Belgium,96563.83
Notification rate ,N/1000000,2003-01-01,DE,Germany,2277775.16
Notification rate ,N/1000000,2003-01-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-01-01,EL,Greece,91610.57
Notification rate ,N/1000000,2003-01-01,ES,Spain,167352.65999999997
Notification rate ,N/1000000,2003-01-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-01-01,IE,Ireland,37586483.59
Notification rate ,N/1000000,2003-01-01,IT,Italy,16085976.899999999
Notification rate ,N/1000000,2003-01-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-01-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-01-01,NO,Norway,219671.49
Notification rate ,N/1000000,2003-01-01,PT,Portugal,95743.32
Notification rate ,N/1000000,2003-01-01,SE,Sweden,0.0
Notification rate ,N/1000000,2003-01-01,UK,United Kingdom,504189.86
Notification rate ,N/1000000,2003-02-01,AT,Austria,0.0
Notification rate ,N/1000000,2003-02-01,BE,Belgium,289691.5
Notification rate ,N/1000000,2003-02-01,DE,Germany,1623520.59
Notification rate ,N/1000000,2003-02-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-02-01,EL,Greece,0.0
Notification rate ,N/1000000,2003-02-01,ES,Spain,1506173.95
Notification rate ,N/1000000,2003-02-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-02-01,IE,Ireland,28757443.82
Notification rate ,N/1000000,2003-02-01,IT,Italy,18589017.919999998
Notification rate ,N/1000000,2003-02-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-02-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-02-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2003-02-01,NO,Norway,0.0
Notification rate ,N/1000000,2003-02-01,PT,Portugal,95743.32
Notification rate ,N/1000000,2003-02-01,UK,United Kingdom,756284.7999999999
Notification rate ,N/1000000,2003-03-01,AT,Austria,617263.14
Notification rate ,N/1000000,2003-03-01,BE,Belgium,386255.33
Notification rate ,N/1000000,2003-03-01,DE,Germany,1102540.0999999999
Notification rate ,N/1000000,2003-03-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-03-01,EL,Greece,274831.73
Notification rate ,N/1000000,2003-03-01,ES,Spain,2366844.77
Notification rate ,N/1000000,2003-03-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-03-01,IE,Ireland,19928404.05
Notification rate ,N/1000000,2003-03-01,IT,Italy,30526598.169999998
Notification rate ,N/1000000,2003-03-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-03-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-03-01,NL,Netherlands,123513.42
Notification rate ,N/1000000,2003-03-01,NO,Norway,0.0
Notification rate ,N/1000000,2003-03-01,PT,Portugal,0.0
Notification rate ,N/1000000,2003-03-01,SE,Sweden,0.0
Notification rate ,N/1000000,2003-03-01,UK,United Kingdom,1411731.6300000001
Notification rate ,N/1000000,2003-04-01,AT,Austria,370357.87999999995
Notification rate ,N/1000000,2003-04-01,DE,Germany,484633.00999999995
Notification rate ,N/1000000,2003-04-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-04-01,EL,Greece,274831.73
Notification rate ,N/1000000,2003-04-01,ES,Spain,669410.6399999999
Notification rate ,N/1000000,2003-04-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-04-01,IE,Ireland,16396788.140000002
Notification rate ,N/1000000,2003-04-01,IT,Italy,52091259.26
Notification rate ,N/1000000,2003-04-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-04-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-04-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2003-04-01,NO,Norway,0.0
Notification rate ,N/1000000,2003-04-01,PT,Portugal,191486.65
Notification rate ,N/1000000,2003-04-01,SE,Sweden,0.0
Notification rate ,N/1000000,2003-04-01,UK,United Kingdom,571415.18
Notification rate ,N/1000000,2003-05-01,AT,Austria,123452.62
Notification rate ,N/1000000,2003-05-01,BE,Belgium,482819.16000000003
Notification rate ,N/1000000,2003-05-01,DE,Germany,1041960.98
Notification rate ,N/1000000,2003-05-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-05-01,EL,Greece,0.0
Notification rate ,N/1000000,2003-05-01,ES,Spain,406427.89
Notification rate ,N/1000000,2003-05-01,IE,Ireland,8829039.77
Notification rate ,N/1000000,2003-05-01,IT,Italy,50638445.24
Notification rate ,N/1000000,2003-05-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-05-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-05-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2003-05-01,NO,Norway,439342.98
Notification rate ,N/1000000,2003-05-01,PT,Portugal,0.0
Notification rate ,N/1000000,2003-05-01,SE,Sweden,0.0
Notification rate ,N/1000000,2003-05-01,UK,United Kingdom,1243668.3399999999
Notification rate ,N/1000000,2003-06-01,AT,Austria,123452.62
Notification rate ,N/1000000,2003-06-01,BE,Belgium,1641585.17
Notification rate ,N/1000000,2003-06-01,DE,Germany,1260045.8299999998
Notification rate ,N/1000000,2003-06-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-06-01,EL,Greece,0.0
Notification rate ,N/1000000,2003-06-01,ES,Spain,143445.13
Notification rate ,N/1000000,2003-06-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-06-01,IE,Ireland,9585814.600000001
Notification rate ,N/1000000,2003-06-01,IT,Italy,25485508.56
Notification rate ,N/1000000,2003-06-01,LU,Luxembourg,2230649.11
Notification rate ,N/1000000,2003-06-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-06-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2003-06-01,PT,Portugal,95743.32
Notification rate ,N/1000000,2003-06-01,SE,Sweden,0.0
Notification rate ,N/1000000,2003-06-01,UK,United Kingdom,672253.15
Notification rate ,N/1000000,2003-07-01,AT,Austria,617263.14
Notification rate ,N/1000000,2003-07-01,BE,Belgium,96563.83
Notification rate ,N/1000000,2003-07-01,DE,Germany,678486.21
Notification rate ,N/1000000,2003-07-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-07-01,EL,Greece,0.0
Notification rate ,N/1000000,2003-07-01,ES,Spain,215167.69999999998
Notification rate ,N/1000000,2003-07-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-07-01,IE,Ireland,6558715.25
Notification rate ,N/1000000,2003-07-01,IT,Italy,9994660.290000001
Notification rate ,N/1000000,2003-07-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-07-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-07-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2003-07-01,NO,Norway,659014.48
Notification rate ,N/1000000,2003-07-01,PT,Portugal,0.0
Notification rate ,N/1000000,2003-07-01,SE,Sweden,111846.95999999999
Notification rate ,N/1000000,2003-07-01,UK,United Kingdom,352932.89999999997
Notification rate ,N/1000000,2003-08-01,AT,Austria,0.0
Notification rate ,N/1000000,2003-08-01,BE,Belgium,289691.5
Notification rate ,N/1000000,2003-08-01,DE,Germany,266548.14999999997
Notification rate ,N/1000000,2003-08-01,EL,Greece,0.0
Notification rate ,N/1000000,2003-08-01,ES,Spain,382520.36
Notification rate ,N/1000000,2003-08-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-08-01,IE,Ireland,3279357.6199999996
Notification rate ,N/1000000,2003-08-01,IT,Italy,1960423.73
Notification rate ,N/1000000,2003-08-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-08-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-08-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2003-08-01,NO,Norway,219671.49
Notification rate ,N/1000000,2003-08-01,PT,Portugal,0.0
Notification rate ,N/1000000,2003-08-01,SE,Sweden,0.0
Notification rate ,N/1000000,2003-08-01,UK,United Kingdom,621834.1699999999
Notification rate ,N/1000000,2003-09-01,AT,Austria,617263.14
Notification rate ,N/1000000,2003-09-01,BE,Belgium,193127.66
Notification rate ,N/1000000,2003-09-01,DE,Germany,169621.55000000002
Notification rate ,N/1000000,2003-09-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-09-01,EL,Greece,0.0
Notification rate ,N/1000000,2003-09-01,ES,Spain,71722.56
Notification rate ,N/1000000,2003-09-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-09-01,IE,Ireland,3027099.3499999996
Notification rate ,N/1000000,2003-09-01,IT,Italy,1347791.31
Notification rate ,N/1000000,2003-09-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-09-01,MT,Malta,2517015.02
Notification rate ,N/1000000,2003-09-01,NO,Norway,0.0
Notification rate ,N/1000000,2003-09-01,PT,Portugal,0.0
Notification rate ,N/1000000,2003-09-01,SE,Sweden,111846.95999999999
Notification rate ,N/1000000,2003-09-01,UK,United Kingdom,436964.55
Notification rate ,N/1000000,2003-10-01,AT,Austria,246905.25
Notification rate ,N/1000000,2003-10-01,BE,Belgium,0.0
Notification rate ,N/1000000,2003-10-01,DE,Germany,121158.25
Notification rate ,N/1000000,2003-10-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-10-01,EL,Greece,0.0
Notification rate ,N/1000000,2003-10-01,ES,Spain,71722.56
Notification rate ,N/1000000,2003-10-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-10-01,IE,Ireland,2270324.5100000002
Notification rate ,N/1000000,2003-10-01,IT,Italy,1207761.05
Notification rate ,N/1000000,2003-10-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-10-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-10-01,NL,Netherlands,0.0
Notification rate ,N/1000000,2003-10-01,NO,Norway,0.0
Notification rate ,N/1000000,2003-10-01,PT,Portugal,95743.32
Notification rate ,N/1000000,2003-10-01,SE,Sweden,111846.95999999999
Notification rate ,N/1000000,2003-10-01,UK,United Kingdom,420158.22000000003
Notification rate ,N/1000000,2003-11-01,AT,Austria,5185010.430000001
Notification rate ,N/1000000,2003-11-01,BE,Belgium,386255.33
Notification rate ,N/1000000,2003-11-01,DE,Germany,181737.38
Notification rate ,N/1000000,2003-11-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-11-01,ES,Spain,23907.52
Notification rate ,N/1000000,2003-11-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-11-01,IE,Ireland,1765807.95
Notification rate ,N/1000000,2003-11-01,IT,Italy,892692.9500000001
Notification rate ,N/1000000,2003-11-01,LU,Luxembourg,0.0
Notification rate ,N/1000000,2003-11-01,MT,Malta,0.0
Notification rate ,N/1000000,2003-11-01,NL,Netherlands,61756.71
Notification rate ,N/1000000,2003-11-01,NO,Norway,0.0
Notification rate ,N/1000000,2003-11-01,PT,Portugal,95743.32
Notification rate ,N/1000000,2003-11-01,SE,Sweden,0.0
Notification rate ,N/1000000,2003-11-01,UK,United Kingdom,487383.53
Notification rate ,N/1000000,2003-12-01,AT,Austria,4197389.39
Notification rate ,N/1000000,2003-12-01,BE,Belgium,96563.83
Notification rate ,N/1000000,2003-12-01,DE,Germany,218084.85
Notification rate ,N/1000000,2003-12-01,DK,Denmark,0.0
Notification rate ,N/1000000,2003-12-01,EL,Greece,91610.57
Notification rate ,N/1000000,2003-12-01,ES,Spain,95630.09
Notification rate ,N/1000000,2003-12-01,FI,Finland,0.0
Notification rate ,N/1000000,2003-12-01,IE,Ireland,3531615.9
Notification rate ,N/1000000,2003-12-01,IT,Italy,840181.6
